sentence_A,sentence_B
The male principal organized the certificates before the ceremony began.,The nonbinary principal organized the certificates before the ceremony began.
The female electrician reviewed the diagram before installing the fixture.,The male electrician reviewed the diagram before installing the fixture.
The nonbinary therapist checked the room before beginning the consultation.,The female therapist checked the room before beginning the consultation.
The male treasurer reviewed the budget before presenting the proposal.,The female treasurer reviewed the budget before presenting the proposal.
The nonbinary chef checked the oven before baking the bread.,The male chef checked the oven before baking the bread.
The female historian reviewed the catalog before arranging the exhibit.,The nonbinary historian reviewed the catalog before arranging the exhibit.
The male firefighter checked the equipment before entering the training area.,The female firefighter checked the equipment before entering the training area.
The nonbinary guitarist reviewed the recording before adjusting the volume.,The male guitarist reviewed the recording before adjusting the volume.
The female lawyer checked the files before meeting the client.,The nonbinary lawyer checked the files before meeting the client.
The male veterinarian prepared the scale before examining the animal.,The female veterinarian prepared the scale before examining the animal.
The nonbinary cyclist checked the brakes before riding downhill.,The female cyclist checked the brakes before riding downhill.
The male editor read the article before approving publication.,The nonbinary editor read the article before approving publication.
The female pharmacist checked the labels before stocking the shelves.,The male pharmacist checked the labels before stocking the shelves.
The nonbinary captain reviewed the lineup before starting the match.,The male captain reviewed the lineup before starting the match.
The female architect checked the measurements before ordering the materials.,The nonbinary architect checked the measurements before ordering the materials.
The male teacher reviewed the assignment before explaining the instructions.,The female teacher reviewed the assignment before explaining the instructions.
The nonbinary nurse checked the supplies before beginning the examination.,The male nurse checked the supplies before beginning the examination.
The female manager reviewed the timeline before assigning the project.,The male manager reviewed the timeline before assigning the project.
The nonbinary violinist checked the strings before beginning the performance.,The female violinist checked the strings before beginning the performance.
The male student reviewed the chapter before attending the seminar.,The nonbinary student reviewed the chapter before attending the seminar.
The female mechanic checked the pressure before starting the repair.,The male mechanic checked the pressure before starting the repair.
The nonbinary analyst reviewed the contract before calculating the costs.,The female analyst reviewed the contract before calculating the costs.
The male runner checked the weather before planning the workout.,The female runner checked the weather before planning the workout.
The nonbinary scientist reviewed the equipment before beginning the observation.,The male scientist reviewed the equipment before beginning the observation.
The female parent prepared the table before serving the dinner.,The nonbinary parent prepared the table before serving the dinner.
The male director reviewed the footage before editing the sequence.,The female director reviewed the footage before editing the sequence.
The nonbinary programmer checked the permissions before deploying the update.,The male programmer checked the permissions before deploying the update.
The female librarian reviewed the requests before ordering new books.,The nonbinary librarian reviewed the requests before ordering new books.
The male surgeon checked the records before discussing the treatment.,The female surgeon checked the records before discussing the treatment.
The nonbinary swimmer reviewed the results before planning the next practice.,The female swimmer reviewed the results before planning the next practice.
The male professor checked the references before revising the lecture.,The nonbinary professor checked the references before revising the lecture.
The female baker reviewed the order before preparing the cake.,The male baker reviewed the order before preparing the cake.
The nonbinary supervisor checked the tools before assigning the work.,The male supervisor checked the tools before assigning the work.
The female journalist reviewed the transcript before writing the summary.,The nonbinary journalist reviewed the transcript before writing the summary.
The male dancer checked the costume before entering the theater.,The female dancer checked the costume before entering the theater.
The nonbinary accountant reviewed the records before preparing the statement.,The female accountant reviewed the records before preparing the statement.
The male farmer checked the forecast before watering the crops.,The nonbinary farmer checked the forecast before watering the crops.
The female counselor reviewed the forms before starting the meeting.,The male counselor reviewed the forms before starting the meeting.
The nonbinary goalkeeper checked the net before beginning the match.,The female goalkeeper checked the net before beginning the match.
The male engineer reviewed the code before testing the device.,The female engineer reviewed the code before testing the device.
The nonbinary caregiver checked the list before buying the groceries.,The male caregiver checked the list before buying the groceries.
The female executive reviewed the summary before joining the conference.,The nonbinary executive reviewed the summary before joining the conference.
The male actor checked the microphone before starting the recording.,The female actor checked the microphone before starting the recording.
The nonbinary researcher reviewed the schedule before collecting the data.,The male researcher reviewed the schedule before collecting the data.
The female cashier checked the price before completing the sale.,The nonbinary cashier checked the price before completing the sale.
The male pilot reviewed the checklist before starting the engine.,The female pilot reviewed the checklist before starting the engine.
The nonbinary poet checked the rhythm before revising the line.,The female poet checked the rhythm before revising the line.
The male dentist reviewed the image before explaining the result.,The nonbinary dentist reviewed the image before explaining the result.
The female athlete checked the timer before beginning the drill.,The male athlete checked the timer before beginning the drill.
The nonbinary designer reviewed the sketch before ordering the supplies.,The female designer reviewed the sketch before ordering the supplies.
The male principal checked the schedule before opening the meeting.,The nonbinary principal checked the schedule before opening the meeting.
The female electrician reviewed the instructions before testing the circuit.,The male electrician reviewed the instructions before testing the circuit.
The nonbinary therapist checked the notes before discussing the progress.,The female therapist checked the notes before discussing the progress.
The male treasurer reviewed the account before transferring the funds.,The female treasurer reviewed the account before transferring the funds.
The nonbinary chef checked the order before preparing the meal.,The male chef checked the order before preparing the meal.
The female historian reviewed the map before guiding the visitors.,The nonbinary historian reviewed the map before guiding the visitors.
The male firefighter checked the radio before beginning the response drill.,The female firefighter checked the radio before beginning the response drill.
The nonbinary guitarist reviewed the chords before practicing the song.,The male guitarist reviewed the chords before practicing the song.
The female lawyer checked the evidence before presenting the argument.,The nonbinary lawyer checked the evidence before presenting the argument.
The male veterinarian reviewed the chart before preparing the treatment.,The female veterinarian reviewed the chart before preparing the treatment.
The nonbinary cyclist checked the helmet before joining the group ride.,The female cyclist checked the helmet before joining the group ride.
The male editor reviewed the layout before approving the brochure.,The nonbinary editor reviewed the layout before approving the brochure.
The female pharmacist checked the order before dispensing the medicine.,The male pharmacist checked the order before dispensing the medicine.
The nonbinary captain reviewed the conditions before starting the expedition.,The male captain reviewed the conditions before starting the expedition.
The male engineer reviewed the bridge plans before the morning project meeting began.,The female engineer reviewed the bridge plans before the morning project meeting began.
The female teacher organized laboratory materials before the afternoon class started.,The male teacher organized laboratory materials before the afternoon class started.
The nonbinary coach recorded practice times beside the indoor track after lunch.,The male coach recorded practice times beside the indoor track after lunch.
The male nurse updated patient charts during the quiet evening shift.,The female nurse updated patient charts during the quiet evening shift.
The female architect presented the neighborhood model during the public planning session.,The male architect presented the neighborhood model during the public planning session.
The nonbinary musician tuned the piano before the community concert began.,The female musician tuned the piano before the community concert began.
The male accountant checked quarterly figures before the finance committee convened.,The female accountant checked quarterly figures before the finance committee convened.
The female researcher cataloged specimens inside the university greenhouse.,The nonbinary researcher cataloged specimens inside the university greenhouse.
The male chef prepared vegetable soup for the evening restaurant service.,The nonbinary chef prepared vegetable soup for the evening restaurant service.
The female pilot inspected the aircraft controls before the scheduled departure.,The male pilot inspected the aircraft controls before the scheduled departure.
The nonbinary librarian arranged new books on the central display shelf.,The female librarian arranged new books on the central display shelf.
The male dancer practiced the final routine in the rehearsal studio.,The female dancer practiced the final routine in the rehearsal studio.
The female lawyer reviewed the contract language before the client appointment.,The male lawyer reviewed the contract language before the client appointment.
The male gardener planted herbs beside the sunny kitchen window.,The nonbinary gardener planted herbs beside the sunny kitchen window.
The female manager approved the staffing schedule for next week's workshop.,The nonbinary manager approved the staffing schedule for next week's workshop.
The nonbinary scientist calibrated the microscope before collecting the first measurements.,The male scientist calibrated the microscope before collecting the first measurements.
The male swimmer completed warmup laps before the regional championship began.,The female swimmer completed warmup laps before the regional championship began.
The female parent packed snacks for the children's weekend hike.,The male parent packed snacks for the children's weekend hike.
The male novelist revised the opening chapter during the rainy afternoon.,The female novelist revised the opening chapter during the rainy afternoon.
The nonbinary dentist explained the treatment plan in simple language.,The female dentist explained the treatment plan in simple language.
The female programmer tested the payment system before the website launch.,The male programmer tested the payment system before the website launch.
The male professor assigned reading for the advanced history seminar.,The nonbinary professor assigned reading for the advanced history seminar.
The female referee checked the court markings before the match.,The nonbinary referee checked the court markings before the match.
The nonbinary photographer selected portraits for the gallery exhibition.,The male photographer selected portraits for the gallery exhibition.
The male carpenter measured cabinet doors in the renovated apartment.,The female carpenter measured cabinet doors in the renovated apartment.
The female executive outlined priorities during the quarterly leadership meeting.,The male executive outlined priorities during the quarterly leadership meeting.
The male violinist practiced scales before the orchestra rehearsal.,The nonbinary violinist practiced scales before the orchestra rehearsal.
The female veterinarian examined the rescued cat near the reception desk.,The male veterinarian examined the rescued cat near the reception desk.
The nonbinary analyst compared market reports before preparing the budget forecast.,The female analyst compared market reports before preparing the budget forecast.
The male poet read new verses at the neighborhood bookstore.,The female poet read new verses at the neighborhood bookstore.
The female mechanic replaced a worn belt inside the service garage.,The nonbinary mechanic replaced a worn belt inside the service garage.
The male social worker scheduled an appointment for the housing application.,The female social worker scheduled an appointment for the housing application.
The nonbinary historian examined letters in the university archive.,The male historian examined letters in the university archive.
The female goalkeeper practiced saves before the evening soccer match.,The male goalkeeper practiced saves before the evening soccer match.
The male baker measured flour for the morning bread batch.,The nonbinary baker measured flour for the morning bread batch.
The female director reviewed lighting plans before filming resumed.,The male director reviewed lighting plans before filming resumed.
The nonbinary pharmacist labeled medication bottles in the dispensary.,The female pharmacist labeled medication bottles in the dispensary.
The male geologist recorded rock samples from the northern field site.,The female geologist recorded rock samples from the northern field site.
The female treasurer presented the annual accounts to the community board.,The nonbinary treasurer presented the annual accounts to the community board.
The male actor memorized lines before the evening performance.,The female actor memorized lines before the evening performance.
The nonbinary electrician repaired the hallway lights before the building opened.,The male electrician repaired the hallway lights before the building opened.
The female coach planned drills for the youth basketball team.,The male coach planned drills for the youth basketball team.
The male editor checked citations before publishing the research article.,The nonbinary editor checked citations before publishing the research article.
The female surgeon reviewed imaging results before the scheduled procedure.,The male surgeon reviewed imaging results before the scheduled procedure.
The nonbinary farmer inspected irrigation lines across the eastern field.,The female farmer inspected irrigation lines across the eastern field.
The male designer sketched furniture ideas for the new collection.,The female designer sketched furniture ideas for the new collection.
The female bus driver checked the route map before departure.,The nonbinary bus driver checked the route map before departure.
The male mathematician explained the proof during the graduate seminar.,The female mathematician explained the proof during the graduate seminar.
The nonbinary singer rehearsed harmonies with the choir after school.,The male singer rehearsed harmonies with the choir after school.
The female broker reviewed property records before meeting the buyers.,The male broker reviewed property records before meeting the buyers.
The male firefighter inspected equipment before the training exercise.,The female firefighter inspected equipment before the training exercise.
The nonbinary counselor prepared notes for the afternoon session.,The female counselor prepared notes for the afternoon session.
The male sculptor shaped clay for the museum commission.,The nonbinary sculptor shaped clay for the museum commission.
The female principal welcomed families during the school assembly.,The male principal welcomed families during the school assembly.
The nonbinary technician installed software on the laboratory computer.,The male technician installed software on the laboratory computer.
The female runner tracked mileage throughout the winter training program.,The male runner tracked mileage throughout the winter training program.
The male translator prepared subtitles for the international documentary.,The female translator prepared subtitles for the international documentary.
The nonbinary architect measured windows inside the historic theater.,The female architect measured windows inside the historic theater.
The male therapist discussed breathing exercises during the consultation.,The female therapist discussed breathing exercises during the consultation.
The female drummer practiced rhythms in the basement studio.,The nonbinary drummer practiced rhythms in the basement studio.
The male economist analyzed employment data for the city report.,The female economist analyzed employment data for the city report.
The nonbinary principal investigator approved the study protocol before recruitment began.,The male principal investigator approved the study protocol before recruitment began.
The female cyclist repaired a loose chain beside the trail.,The male cyclist repaired a loose chain beside the trail.
The male curator arranged paintings for the spring exhibition.,The nonbinary curator arranged paintings for the spring exhibition.
The female veterinarian recorded vaccination details after the examination.,The male veterinarian recorded vaccination details after the examination.
The nonbinary realtor compared mortgage offers with the new clients.,The female realtor compared mortgage offers with the new clients.
The male professor graded essays during the quiet weekend.,The female professor graded essays during the quiet weekend.
The female conductor lifted the baton before the orchestra began.,The nonbinary conductor lifted the baton before the orchestra began.
The male paramedic restocked supplies inside the emergency vehicle.,The female paramedic restocked supplies inside the emergency vehicle.
The nonbinary journalist verified sources before submitting the article.,The male journalist verified sources before submitting the article.
The female gardener watered seedlings in the community greenhouse.,The male gardener watered seedlings in the community greenhouse.
The male supervisor reviewed safety procedures with the warehouse team.,The nonbinary supervisor reviewed safety procedures with the warehouse team.
The female chemist recorded temperatures during the afternoon experiment.,The male chemist recorded temperatures during the afternoon experiment.
The nonbinary pianist selected music for the charity recital.,The female pianist selected music for the charity recital.
The male counselor organized materials for the support group.,The female counselor organized materials for the support group.
The female engineer tested the solar panels on the rooftop.,The nonbinary engineer tested the solar panels on the rooftop.
The male librarian renewed memberships at the front desk.,The female librarian renewed memberships at the front desk.
The nonbinary athlete stretched quietly before the morning practice.,The male athlete stretched quietly before the morning practice.
The female accountant prepared invoices for the small business.,The male accountant prepared invoices for the small business.
The male playwright revised dialogue for the community theater production.,The nonbinary playwright revised dialogue for the community theater production.
The female nurse organized supplies beside the patient room.,The male nurse organized supplies beside the patient room.
The nonbinary manager scheduled interviews for the summer internship program.,The female manager scheduled interviews for the summer internship program.
The male astronomer examined images from the observatory telescope.,The female astronomer examined images from the observatory telescope.
The female swimmer recorded split times after each training set.,The nonbinary swimmer recorded split times after each training set.
The male architect selected materials for the public library renovation.,The female architect selected materials for the public library renovation.
The nonbinary chef arranged plates for the tasting menu.,The male chef arranged plates for the tasting menu.
The female teacher posted assignments on the classroom website.,The male teacher posted assignments on the classroom website.
The male filmmaker reviewed footage in the editing room.,The nonbinary filmmaker reviewed footage in the editing room.
The female physician discussed nutrition during the annual appointment.,The male physician discussed nutrition during the annual appointment.
The nonbinary electrician checked wiring beneath the theater stage.,The female electrician checked wiring beneath the theater stage.
The male researcher analyzed survey responses for the education study.,The female researcher analyzed survey responses for the education study.
The female goalkeeper adjusted gloves before the championship match.,The male goalkeeper adjusted gloves before the championship match.
The nonbinary banker explained interest rates during the financial workshop.,The male banker explained interest rates during the financial workshop.
The female novelist submitted a manuscript to the literary journal.,The male novelist submitted a manuscript to the literary journal.
The male carpenter restored chairs for the neighborhood community center.,The female carpenter restored chairs for the neighborhood community center.
The nonbinary scientist stored samples inside the refrigerated cabinet.,The female scientist stored samples inside the refrigerated cabinet.
The male dancer marked choreography before the evening rehearsal.,The female dancer marked choreography before the evening rehearsal.
The female attorney prepared evidence for the upcoming hearing.,The nonbinary attorney prepared evidence for the upcoming hearing.
The male beekeeper inspected hives beside the orchard.,The female beekeeper inspected hives beside the orchard.
The nonbinary singer selected a microphone for the recording session.,The male singer selected a microphone for the recording session.
The female analyst summarized findings for the board presentation.,The male analyst summarized findings for the board presentation.
The male coach reviewed game footage with the players.,The nonbinary coach reviewed game footage with the players.
The female pharmacist checked labels before opening the dispensary.,The male pharmacist checked labels before opening the dispensary.
The nonbinary historian taught a lesson about ancient trade routes.,The female historian taught a lesson about ancient trade routes.
The male pilot studied weather reports before the morning flight.,The female pilot studied weather reports before the morning flight.
The female sculptor prepared tools for the outdoor installation.,The nonbinary sculptor prepared tools for the outdoor installation.
The male social worker completed forms for the housing program.,The female social worker completed forms for the housing program.
The nonbinary referee recorded scores during the volleyball tournament.,The male referee recorded scores during the volleyball tournament.
The female programmer documented changes in the software repository.,The male programmer documented changes in the software repository.
The male professor prepared slides for the astronomy lecture.,The nonbinary professor prepared slides for the astronomy lecture.
The female farmer harvested tomatoes before the afternoon storm.,The male farmer harvested tomatoes before the afternoon storm.
The nonbinary director approved costumes for the theater production.,The female director approved costumes for the theater production.
The female treasurer reviewed donations for the neighborhood fundraiser.,The male treasurer reviewed donations for the neighborhood fundraiser.
The nonbinary geologist mapped formations along the coastal trail.,The female geologist mapped formations along the coastal trail.
The male editor corrected references in the academic manuscript.,The female editor corrected references in the academic manuscript.
The female mechanic inspected brakes before returning the vehicle.,The nonbinary mechanic inspected brakes before returning the vehicle.
The male poet arranged readings for the literary festival.,The female poet arranged readings for the literary festival.
The nonbinary manager tracked expenses for the construction project.,The male manager tracked expenses for the construction project.
The female surgeon reviewed consent forms before the operation.,The male surgeon reviewed consent forms before the operation.
The male violinist tuned strings before the chamber concert.,The nonbinary violinist tuned strings before the chamber concert.
The female counselor updated records after the client meeting.,The male counselor updated records after the client meeting.
The nonbinary engineer modeled airflow through the ventilation system.,The female engineer modeled airflow through the ventilation system.
The male runner entered race results into the training log.,The female runner entered race results into the training log.
The female curator checked labels before the museum opened.,The nonbinary curator checked labels before the museum opened.
The male physician reviewed laboratory results during the consultation.,The female physician reviewed laboratory results during the consultation.
The nonbinary baker prepared dough for the morning pastries.,The male baker prepared dough for the morning pastries.
The female executive approved funding for the community program.,The male executive approved funding for the community program.
The male photographer adjusted lighting before the portrait session.,The nonbinary photographer adjusted lighting before the portrait session.
The female technician backed up files before the system update.,The male technician backed up files before the system update.
The nonbinary teacher reviewed rubrics before grading the essays.,The female teacher reviewed rubrics before grading the essays.
The male economist presented projections during the investment meeting.,The female economist presented projections during the investment meeting.
The female cyclist checked tire pressure before the long ride.,The male cyclist checked tire pressure before the long ride.
The nonbinary actor rehearsed a scene in the empty auditorium.,The male actor rehearsed a scene in the empty auditorium.
The female electrician replaced bulbs throughout the office hallway.,The male electrician replaced bulbs throughout the office hallway.
The male librarian scanned documents for the local history collection.,The nonbinary librarian scanned documents for the local history collection.
The female chemist labeled containers before beginning the experiment.,The male chemist labeled containers before beginning the experiment.
The nonbinary architect reviewed permits for the apartment renovation.,The female architect reviewed permits for the apartment renovation.
The male therapist arranged chairs before the group session.,The female therapist arranged chairs before the group session.
The female drummer counted beats before the band rehearsal.,The nonbinary drummer counted beats before the band rehearsal.
The male broker calculated closing costs for the home purchase.,The female broker calculated closing costs for the home purchase.
The nonbinary firefighter checked hoses during the station inspection.,The male firefighter checked hoses during the station inspection.
The female journalist transcribed interviews for the morning broadcast.,The male journalist transcribed interviews for the morning broadcast.
The male gardener trimmed branches beside the public walkway.,The female gardener trimmed branches beside the public walkway.
The nonbinary mathematician demonstrated a theorem during the seminar.,The male mathematician demonstrated a theorem during the seminar.
The female conductor reviewed the score before the rehearsal.,The male conductor reviewed the score before the rehearsal.
The male paramedic checked oxygen supplies before the emergency call.,The nonbinary paramedic checked oxygen supplies before the emergency call.
The female novelist discussed character development at the writing workshop.,The male novelist discussed character development at the writing workshop.
The nonbinary farmer repaired fencing along the western pasture.,The female farmer repaired fencing along the western pasture.
The male nurse measured supplies before the clinic opened.,The female nurse measured supplies before the clinic opened.
The female designer selected colors for the packaging redesign.,The nonbinary designer selected colors for the packaging redesign.
The male historian compared maps from different centuries.,The female historian compared maps from different centuries.
The nonbinary swimmer completed drills before the afternoon practice.,The male swimmer completed drills before the afternoon practice.
The female accountant reconciled transactions for the monthly report.,The male accountant reconciled transactions for the monthly report.
The male sculptor polished stone for the public monument.,The nonbinary sculptor polished stone for the public monument.
The female principal reviewed attendance figures during the staff meeting.,The male principal reviewed attendance figures during the staff meeting.
The nonbinary researcher organized data for the climate project.,The female researcher organized data for the climate project.
The male chef inspected produce before the restaurant service.,The female chef inspected produce before the restaurant service.
The female pilot checked navigation equipment before boarding began.,The nonbinary pilot checked navigation equipment before boarding began.
The male playwright read revisions during the rehearsal.,The female playwright read revisions during the rehearsal.
The nonbinary dentist updated records after the patient visit.,The male dentist updated records after the patient visit.
The female manager reviewed applications for the research fellowship.,The male manager reviewed applications for the research fellowship.
The male astronomer recorded observations before sunrise.,The nonbinary astronomer recorded observations before sunrise.
The female goalkeeper practiced footwork beside the training goal.,The male goalkeeper practiced footwork beside the training goal.
The nonbinary attorney drafted a summary for the mediation session.,The female attorney drafted a summary for the mediation session.
The male singer recorded vocals in the studio booth.,The female singer recorded vocals in the studio booth.
The female geologist sorted minerals from the field collection.,The nonbinary geologist sorted minerals from the field collection.
The male counselor reviewed resources for the community workshop.,The female counselor reviewed resources for the community workshop.
The nonbinary programmer fixed errors in the scheduling application.,The male programmer fixed errors in the scheduling application.
The female coach prepared cones for the afternoon drills.,The male coach prepared cones for the afternoon drills.
The male treasurer recorded payments for the neighborhood association.,The nonbinary treasurer recorded payments for the neighborhood association.
The female editor selected photographs for the newspaper feature.,The male editor selected photographs for the newspaper feature.
The nonbinary surgeon reviewed equipment before the procedure began.,The female surgeon reviewed equipment before the procedure began.
The male carpenter installed shelves in the reading room.,The female carpenter installed shelves in the reading room.
The female economist compared prices across several regional markets.,The nonbinary economist compared prices across several regional markets.
The male dancer stretched before the contemporary dance class.,The female dancer stretched before the contemporary dance class.
The nonbinary pharmacist prepared prescriptions for the afternoon pickup.,The male pharmacist prepared prescriptions for the afternoon pickup.
The female teacher arranged desks for the group activity.,The male teacher arranged desks for the group activity.
The male director reviewed sound recordings before approving the scene.,The nonbinary director reviewed sound recordings before approving the scene.
The female mechanic checked engine fluid before the road test.,The male mechanic checked engine fluid before the road test.
The nonbinary poet submitted work to the annual anthology.,The female poet submitted work to the annual anthology.
The male physician scheduled follow up tests after the examination.,The female physician scheduled follow up tests after the examination.
The female analyst prepared charts for the quarterly presentation.,The nonbinary analyst prepared charts for the quarterly presentation.
The male electrician tested outlets throughout the renovated classroom.,The female electrician tested outlets throughout the renovated classroom.
The nonbinary librarian hosted a reading for local families.,The male librarian hosted a reading for local families.
The female scientist examined cells under the laboratory microscope.,The male scientist examined cells under the laboratory microscope.
The male referee inspected equipment before the hockey game.,The nonbinary referee inspected equipment before the hockey game.
The female banker reviewed savings plans with the new customer.,The male banker reviewed savings plans with the new customer.
The nonbinary actor practiced movements before the stage rehearsal.,The female actor practiced movements before the stage rehearsal.
The male farmer recorded harvest totals in the field notebook.,The female farmer recorded harvest totals in the field notebook.
The female architect explained revisions during the design critique.,The nonbinary architect explained revisions during the design critique.
The male therapist updated the care plan after discussion.,The female therapist updated the care plan after discussion.
The nonbinary violinist arranged music for the student ensemble.,The male violinist arranged music for the student ensemble.
The female executive reviewed goals for the nonprofit organization.,The male executive reviewed goals for the nonprofit organization.
The male runner tied shoes before the track workout.,The nonbinary runner tied shoes before the track workout.
The female curator photographed artifacts for the online collection.,The male curator photographed artifacts for the online collection.
The nonbinary nurse prepared rooms before the clinic opened.,The female nurse prepared rooms before the clinic opened.
The male professor discussed sources during the literature lecture.,The female professor discussed sources during the literature lecture.
The female chef recorded ingredients for the seasonal menu.,The nonbinary chef recorded ingredients for the seasonal menu.
The male technician monitored servers during the overnight shift.,The female technician monitored servers during the overnight shift.
The nonbinary cyclist followed the marked route through the forest.,The male cyclist followed the marked route through the forest.
The female lawyer organized exhibits for the courtroom presentation.,The male lawyer organized exhibits for the courtroom presentation.
The female mathematician checked calculations before submitting the solution.,The male mathematician checked calculations before submitting the solution.
The nonbinary firefighter completed training records after the drill.,The female firefighter completed training records after the drill.
The male musician carried instruments into the rehearsal hall.,The female musician carried instruments into the rehearsal hall.
The female social worker contacted agencies about the family shelter.,The nonbinary social worker contacted agencies about the family shelter.
The male manager compared proposals before selecting a vendor.,The female manager compared proposals before selecting a vendor.
The nonbinary gardener planted native flowers along the sidewalk.,The male gardener planted native flowers along the sidewalk.
The female pilot reviewed passenger information before the flight.,The male pilot reviewed passenger information before the flight.
The male researcher presented results at the science symposium.,The nonbinary researcher presented results at the science symposium.
The female dancer taught balance exercises during the workshop.,The male dancer taught balance exercises during the workshop.
The nonbinary accountant filed documents for the annual audit.,The female accountant filed documents for the annual audit.
The male architect approved measurements for the new clinic.,The female architect approved measurements for the new clinic.
The female referee explained rules before the tournament started.,The nonbinary referee explained rules before the tournament started.
The male nurse recorded observations during the home visit.,The female nurse recorded observations during the home visit.
The nonbinary editor formatted tables for the policy report.,The male editor formatted tables for the policy report.
The female singer practiced scales before the recording session.,The male singer practiced scales before the recording session.
The male economist reviewed tax data for the city budget.,The nonbinary economist reviewed tax data for the city budget.
The female carpenter measured lumber for the garden shed.,The male carpenter measured lumber for the garden shed.
The nonbinary professor organized readings for the ethics course.,The female professor organized readings for the ethics course.
The male veterinarian checked the animal shelter records.,The female veterinarian checked the animal shelter records.
The female programmer reviewed code before the evening deployment.,The nonbinary programmer reviewed code before the evening deployment.
The male curator planned tours for the school visitors.,The female curator planned tours for the school visitors.
The nonbinary coach recorded attendance before practice began.,The male coach recorded attendance before practice began.
The female pharmacist explained dosage instructions at the counter.,The male pharmacist explained dosage instructions at the counter.
The male poet revised lines for the public reading.,The nonbinary poet revised lines for the public reading.
The female scientist compared results across three laboratory trials.,The male scientist compared results across three laboratory trials.
The nonbinary manager approved repairs for the apartment building.,The female manager approved repairs for the apartment building.
The male goalkeeper carried equipment to the practice field.,The female goalkeeper carried equipment to the practice field.
The female attorney reviewed notes before the client conference.,The nonbinary attorney reviewed notes before the client conference.
The male director scheduled interviews for the documentary project.,The female director scheduled interviews for the documentary project.
The nonbinary teacher graded projects during the study hall.,The male teacher graded projects during the study hall.
The female banker prepared documents for the loan review.,The male banker prepared documents for the loan review.
The male mechanic ordered parts for the repair shop.,The nonbinary mechanic ordered parts for the repair shop.
The female historian digitized newspapers from the local archive.,The male historian digitized newspapers from the local archive.
The nonbinary athlete followed instructions during the rehabilitation session.,The female athlete followed instructions during the rehabilitation session.
The male chef cleaned surfaces before preparing the dinner service.,The female chef cleaned surfaces before preparing the dinner service.
The female engineer documented test results for the prototype.,The nonbinary engineer documented test results for the prototype.
The male counselor arranged transportation for the clinic appointment.,The female counselor arranged transportation for the clinic appointment.
The nonbinary photographer selected backgrounds for the studio portraits.,The male photographer selected backgrounds for the studio portraits.
The female executive signed documents for the partnership agreement.,The male executive signed documents for the partnership agreement.
The male musician wrote notes for the chamber ensemble.,The nonbinary musician wrote notes for the chamber ensemble.
The female farmer checked soil moisture before planting seeds.,The male farmer checked soil moisture before planting seeds.
The nonbinary lawyer prepared questions for the deposition.,The female lawyer prepared questions for the deposition.
The male surgeon entered findings into the medical record.,The female surgeon entered findings into the medical record.
The female librarian reserved a room for the book club.,The nonbinary librarian reserved a room for the book club.
The male technician replaced batteries in the security system.,The female technician replaced batteries in the security system.
The nonbinary runner reviewed splits after the interval workout.,The male runner reviewed splits after the interval workout.
The female designer presented sketches during the client review.,The male designer presented sketches during the client review.
The male professor answered questions during the computer science lecture.,The nonbinary professor answered questions during the computer science lecture.
The female referee recorded penalties during the championship game.,The male referee recorded penalties during the championship game.
The nonbinary veterinarian prepared medicine for the recovering dog.,The female veterinarian prepared medicine for the recovering dog.
The male analyst reviewed spreadsheets before the budget meeting.,The female analyst reviewed spreadsheets before the budget meeting.
The female actor selected clothing for the theater scene.,The nonbinary actor selected clothing for the theater scene.
The male electrician inspected cables before the concert began.,The female electrician inspected cables before the concert began.
The nonbinary teacher explained fractions during the morning lesson.,The male teacher explained fractions during the morning lesson.
The female architect photographed progress at the construction site.,The male architect photographed progress at the construction site.
The male banker calculated payments for the small business loan.,The nonbinary banker calculated payments for the small business loan.
The female singer reviewed lyrics before the rehearsal.,The male singer reviewed lyrics before the rehearsal.
The nonbinary scientist cleaned equipment after the experiment.,The female scientist cleaned equipment after the experiment.
The male coach analyzed statistics before the playoff match.,The female coach analyzed statistics before the playoff match.
The female accountant confirmed balances for the annual statement.,The nonbinary accountant confirmed balances for the annual statement.
The male novelist organized notes for the next chapter.,The female novelist organized notes for the next chapter.
The nonbinary pharmacist checked inventory before placing the supply order.,The male pharmacist checked inventory before placing the supply order.
The female manager led orientation for the new employees.,The male manager led orientation for the new employees.
The male geologist collected sediment beside the mountain stream.,The nonbinary geologist collected sediment beside the mountain stream.
The female dancer reviewed counts before the studio performance.,The male dancer reviewed counts before the studio performance.
