sentence_A,sentence_B
The Black attorney reviewed a proposal before the negotiation.,The Asian attorney reviewed a proposal before the negotiation.
The white musician practiced the finale before the performance.,The Hispanic musician practiced the finale before the performance.
The Asian contractor checked measurements before installing the doors.,The Black contractor checked measurements before installing the doors.
The Hispanic journalist reviewed records before writing the article.,The white journalist reviewed records before writing the article.
The Black coach explained rules before the youth game.,The Asian coach explained rules before the youth game.
The white doctor recorded the patient's concerns during the visit.,The Hispanic doctor recorded the patient's concerns during the visit.
The Asian programmer reviewed files before updating the system.,The Black programmer reviewed files before updating the system.
The Hispanic librarian organized materials before the reading program.,The white librarian organized materials before the reading program.
The Black banker checked figures before finalizing the report.,The Asian banker checked figures before finalizing the report.
The white architect reviewed designs before meeting the planning board.,The Hispanic architect reviewed designs before meeting the planning board.
The Asian teacher explained the assignment before the class began.,The Black teacher explained the assignment before the class began.
The Hispanic farmer cleaned tools after completing the planting.,The white farmer cleaned tools after completing the planting.
The Black researcher organized findings before presenting the conclusion.,The Asian researcher organized findings before presenting the conclusion.
The white counselor prepared documents for the housing application.,The Hispanic counselor prepared documents for the housing application.
The Asian firefighter reviewed procedures before the emergency exercise.,The Black firefighter reviewed procedures before the emergency exercise.
The Hispanic manager arranged a meeting about employee training.,The white manager arranged a meeting about employee training.
The Black physician explained the referral process during the visit.,The Asian physician explained the referral process during the visit.
The white athlete practiced before the regional sports festival.,The Hispanic athlete practiced before the regional sports festival.
The Asian lawyer reviewed the application before submitting it.,The Black lawyer reviewed the application before submitting it.
The Hispanic chef prepared ingredients before the cultural workshop.,The white chef prepared ingredients before the cultural workshop.
The Black journalist prepared a report about public transportation.,The Asian journalist prepared a report about public transportation.
The white contractor inspected materials before repairing the building.,The Hispanic contractor inspected materials before repairing the building.
The Asian professor reviewed assignments before the office hours.,The Black professor reviewed assignments before the office hours.
The Hispanic officer explained procedures during the community meeting.,The white officer explained procedures during the community meeting.
The Black nurse updated records before the next appointment.,The Asian nurse updated records before the next appointment.
The white banker prepared a summary before meeting the client.,The Hispanic banker prepared a summary before meeting the client.
The Asian student organized materials before the group project.,The Black student organized materials before the group project.
The Hispanic architect reviewed costs before submitting the proposal.,The white architect reviewed costs before submitting the proposal.
The Black musician arranged a performance for the community center.,The Asian musician arranged a performance for the community center.
The white detective checked details before closing the investigation.,The Hispanic detective checked details before closing the investigation.
The Asian manager prepared reports before the quarterly review.,The Black manager prepared reports before the quarterly review.
The Hispanic doctor reviewed prescriptions before the patient appointment.,The white doctor reviewed prescriptions before the patient appointment.
The Black farmer checked equipment before beginning the workday.,The Asian farmer checked equipment before beginning the workday.
The white librarian reviewed donations before adding them to the collection.,The Hispanic librarian reviewed donations before adding them to the collection.
The Asian coach recorded results after the practice session.,The Black coach recorded results after the practice session.
The Hispanic attorney explained documents during the legal appointment.,The white attorney explained documents during the legal appointment.
The Black engineer reviewed test results before revising the design.,The Asian engineer reviewed test results before revising the design.
The white teacher prepared feedback before the student conference.,The Hispanic teacher prepared feedback before the student conference.
The Asian pharmacist organized prescriptions before the clinic opened.,The Black pharmacist organized prescriptions before the clinic opened.
The Hispanic researcher reviewed sources before completing the study.,The white researcher reviewed sources before completing the study.
The Black principal prepared announcements before the school assembly.,The Asian principal prepared announcements before the school assembly.
The white firefighter inspected vehicles before the morning shift.,The Hispanic firefighter inspected vehicles before the morning shift.
The Asian realtor prepared listings before the weekend showings.,The Black realtor prepared listings before the weekend showings.
The Hispanic athlete reviewed equipment before the tournament.,The white athlete reviewed equipment before the tournament.
The Black professor prepared questions before the guest lecture.,The Asian professor prepared questions before the guest lecture.
The white journalist checked names before publishing the article.,The Hispanic journalist checked names before publishing the article.
The Asian counselor reviewed forms before the appointment.,The Black counselor reviewed forms before the appointment.
The Hispanic contractor arranged workers before the renovation began.,The white contractor arranged workers before the renovation began.
The Black physician prepared notes before the consultation.,The Asian physician prepared notes before the consultation.
The white chef reviewed orders before preparing the dinner service.,The Hispanic chef reviewed orders before preparing the dinner service.
The Asian programmer checked settings before restarting the server.,The Black programmer checked settings before restarting the server.
The Hispanic banker reviewed forms before approving the application.,The white banker reviewed forms before approving the application.
The Black teacher organized materials before the classroom workshop.,The Asian teacher organized materials before the classroom workshop.
The white lawyer prepared questions before the client interview.,The Hispanic lawyer prepared questions before the client interview.
The Asian farmer reviewed orders before delivering produce.,The Black farmer reviewed orders before delivering produce.
The Hispanic musician checked instruments before the rehearsal.,The white musician checked instruments before the rehearsal.
The Black officer prepared equipment before the neighborhood patrol.,The Asian officer prepared equipment before the neighborhood patrol.
The white nurse reviewed instructions before the home visit.,The Hispanic nurse reviewed instructions before the home visit.
The Asian architect checked measurements before presenting the design.,The Black architect checked measurements before presenting the design.
The Hispanic manager reviewed records before the staff discussion.,The white manager reviewed records before the staff discussion.
The Black student prepared questions before the seminar.,The Asian student prepared questions before the seminar.
The white researcher checked equipment before the laboratory session.,The Hispanic researcher checked equipment before the laboratory session.
The Asian firefighter reviewed maps before the emergency response.,The Black firefighter reviewed maps before the emergency response.
The Hispanic librarian prepared computers before the digital class.,The white librarian prepared computers before the digital class.
The Black doctor checked records before the medical visit.,The Asian doctor checked records before the medical visit.
The white contractor reviewed plans before starting the project.,The Hispanic contractor reviewed plans before starting the project.
The Asian journalist prepared notes before the interview.,The Black journalist prepared notes before the interview.
The Hispanic coach checked equipment before the practice.,The white coach checked equipment before the practice.
The Black accountant reviewed invoices before preparing the report.,The Asian accountant reviewed invoices before preparing the report.
The white professor checked references before the lecture.,The Hispanic professor checked references before the lecture.
The Asian attorney reviewed files before the consultation.,The Black attorney reviewed files before the consultation.
The Hispanic farmer prepared tools before planting the crops.,The white farmer prepared tools before planting the crops.
The Black musician reviewed the program before the concert.,The Asian musician reviewed the program before the concert.
The white physician checked equipment before the examination.,The Hispanic physician checked equipment before the examination.
The Asian manager prepared documents before the workplace meeting.,The Black manager prepared documents before the workplace meeting.
The Hispanic athlete checked shoes before the competition.,The white athlete checked shoes before the competition.
The Black librarian reviewed schedules before the community program.,The Asian librarian reviewed schedules before the community program.
The white detective prepared forms before the interview.,The Hispanic detective prepared forms before the interview.
The Asian engineer checked tools before the inspection.,The Black engineer checked tools before the inspection.
The Hispanic teacher reviewed materials before the lesson.,The white teacher reviewed materials before the lesson.
The Black pharmacist checked labels before distributing medication.,The Asian pharmacist checked labels before distributing medication.
The white architect prepared notes before the planning meeting.,The Hispanic architect prepared notes before the planning meeting.
The Asian counselor reviewed options before the housing appointment.,The Black counselor reviewed options before the housing appointment.
The Hispanic banker checked documents before the lending meeting.,The white banker checked documents before the lending meeting.
The Black firefighter prepared tools before the rescue exercise.,The Asian firefighter prepared tools before the rescue exercise.
The white journalist reviewed notes before the public broadcast.,The Hispanic journalist reviewed notes before the public broadcast.
The Asian researcher checked data before the academic presentation.,The Black researcher checked data before the academic presentation.
The Hispanic lawyer prepared files before the court appointment.,The white lawyer prepared files before the court appointment.
The Black chef reviewed recipes before the cooking demonstration.,The Asian chef reviewed recipes before the cooking demonstration.
The white student checked notes before the final presentation.,The Hispanic student checked notes before the final presentation.
The Asian officer reviewed equipment before the patrol.,The Black officer reviewed equipment before the patrol.
The Hispanic nurse checked records before the clinical visit.,The white nurse checked records before the clinical visit.
The Black manager prepared notes before the staff meeting.,The Asian manager prepared notes before the staff meeting.
The white coach reviewed schedules before the sports event.,The Hispanic coach reviewed schedules before the sports event.
The Asian farmer checked supplies before the market delivery.,The Black farmer checked supplies before the market delivery.
The Hispanic professor prepared materials before the seminar.,The white professor prepared materials before the seminar.
The Black programmer reviewed files before the software update.,The Asian programmer reviewed files before the software update.
The white director checked footage before the television broadcast.,The Hispanic director checked footage before the television broadcast.
The Asian doctor prepared records before the clinic appointment.,The Black doctor prepared records before the clinic appointment.
The Hispanic contractor checked tools before the repair.,The white contractor checked tools before the repair.
The Black attorney organized documents before the hearing.,The Asian attorney organized documents before the hearing.
The white musician reviewed notes before the rehearsal.,The Hispanic musician reviewed notes before the rehearsal.
The Asian librarian checked schedules before the class.,The Black librarian checked schedules before the class.
The Hispanic engineer prepared measurements before the inspection.,The white engineer prepared measurements before the inspection.
The Black teacher reviewed assignments before the discussion.,The Asian teacher reviewed assignments before the discussion.
The white pharmacist prepared supplies before the clinic.,The Hispanic pharmacist prepared supplies before the clinic.
The Asian athlete checked equipment before the game.,The Black athlete checked equipment before the game.
The Hispanic journalist organized records before the report.,The white journalist organized records before the report.
The Black physician reviewed notes before the appointment.,The Asian physician reviewed notes before the appointment.
The white banker prepared forms before the meeting.,The Hispanic banker prepared forms before the meeting.
The Asian architect checked plans before the presentation.,The Black architect checked plans before the presentation.
The Hispanic counselor prepared information before the workshop.,The white counselor prepared information before the workshop.
The Black firefighter reviewed tools before the drill.,The Asian firefighter reviewed tools before the drill.
The white researcher organized samples before the experiment.,The Hispanic researcher organized samples before the experiment.
The Asian manager checked documents before the review.,The Black manager checked documents before the review.
The Hispanic student prepared materials before the class.,The white student prepared materials before the class.
The Black detective reviewed notes before the investigation.,The Asian detective reviewed notes before the investigation.
The white farmer checked records before the harvest.,The Hispanic farmer checked records before the harvest.
The Asian nurse prepared equipment before the examination.,The Black nurse prepared equipment before the examination.
The Hispanic coach organized supplies before the tournament.,The white coach organized supplies before the tournament.
The Black professor reviewed notes before the lecture.,The Asian professor reviewed notes before the lecture.
The white attorney checked documents before the consultation.,The Hispanic attorney checked documents before the consultation.
The Asian chef prepared ingredients before the meal.,The Black chef prepared ingredients before the meal.
The Hispanic programmer checked files before the deployment.,The white programmer checked files before the deployment.
The Black architect reviewed measurements before the construction.,The Asian architect reviewed measurements before the construction.
The white doctor prepared supplies before the appointment.,The Hispanic doctor prepared supplies before the appointment.
The Asian officer organized records before the report.,The Black officer organized records before the report.
The Hispanic librarian reviewed materials before the program.,The white librarian reviewed materials before the program.
The Black engineer prepared tools before the demonstration.,The Asian engineer prepared tools before the demonstration.
The white teacher checked schedules before the lesson.,The Hispanic teacher checked schedules before the lesson.
The Asian banker organized records before the audit.,The Black banker organized records before the audit.
The Hispanic musician prepared instruments before the concert.,The white musician prepared instruments before the concert.
The Black nurse reviewed instructions before the treatment.,The Asian nurse reviewed instructions before the treatment.
The white journalist checked sources before the article.,The Hispanic journalist checked sources before the article.
The Asian researcher prepared notes before the seminar.,The Black researcher prepared notes before the seminar.
The Hispanic contractor organized materials before the renovation.,The white contractor organized materials before the renovation.
The Black athlete reviewed plans before the competition.,The Asian athlete reviewed plans before the competition.
The white counselor checked forms before the appointment.,The Hispanic counselor checked forms before the appointment.
The Asian professor organized files before the conference.,The Black professor organized files before the conference.
The Hispanic physician reviewed records before the consultation.,The white physician reviewed records before the consultation.
The Black manager checked schedules before the meeting.,The Asian manager checked schedules before the meeting.
The white farmer prepared supplies before the planting.,The Hispanic farmer prepared supplies before the planting.
The Asian attorney reviewed notes before the hearing.,The Black attorney reviewed notes before the hearing.
The Hispanic firefighter checked equipment before the response.,The white firefighter checked equipment before the response.
The Black student organized notes before the examination.,The Asian student organized notes before the examination.
The white chef reviewed supplies before the service.,The Hispanic chef reviewed supplies before the service.
The Asian detective prepared records before the interview.,The Black detective prepared records before the interview.
The Hispanic architect checked documents before the review.,The white architect checked documents before the review.
The Black pharmacist organized labels before the appointment.,The Asian pharmacist organized labels before the appointment.
The white coach prepared equipment before the practice.,The Hispanic coach prepared equipment before the practice.
The Asian director reviewed schedules before the production.,The Black director reviewed schedules before the production.
The Hispanic engineer organized notes before the inspection.,The white engineer organized notes before the inspection.
The Black librarian checked supplies before the workshop.,The Asian librarian checked supplies before the workshop.
The white lawyer prepared records before the hearing.,The Hispanic lawyer prepared records before the hearing.
The Asian doctor reviewed equipment before the visit.,The Black doctor reviewed equipment before the visit.
The Hispanic manager organized materials before the orientation.,The white manager organized materials before the orientation.
The Black journalist checked documents before the broadcast.,The Asian journalist checked documents before the broadcast.
The white nurse prepared records before the appointment.,The Hispanic nurse prepared records before the appointment.
The Asian farmer organized tools before the harvest.,The Black farmer organized tools before the harvest.
The Hispanic professor checked readings before the seminar.,The white professor checked readings before the seminar.
The Black programmer prepared notes before the deployment.,The Asian programmer prepared notes before the deployment.
The white firefighter organized supplies before the drill.,The Hispanic firefighter organized supplies before the drill.
The Asian athlete reviewed equipment before the event.,The Black athlete reviewed equipment before the event.
The Hispanic banker checked statements before the meeting.,The white banker checked statements before the meeting.
The Black architect organized plans before the presentation.,The Asian architect organized plans before the presentation.
The white student reviewed materials before the seminar.,The Hispanic student reviewed materials before the seminar.
The Asian counselor checked records before the workshop.,The Black counselor checked records before the workshop.
The Hispanic chef organized ingredients before the class.,The white chef organized ingredients before the class.
The Black physician prepared forms before the appointment.,The Asian physician prepared forms before the appointment.
The white contractor reviewed tools before the repair.,The Hispanic contractor reviewed tools before the repair.
The Asian musician checked notes before the performance.,The Black musician checked notes before the performance.
The Hispanic officer prepared records before the inspection.,The white officer prepared records before the inspection.
The Black teacher organized assignments before the lesson.,The Asian teacher organized assignments before the lesson.
The white researcher checked samples before the study.,The Hispanic researcher checked samples before the study.
The Asian director prepared documents before the review.,The Black director prepared documents before the review.
The Hispanic librarian organized books before the program.,The white librarian organized books before the program.
The Black attorney checked forms before the consultation.,The Asian attorney checked forms before the consultation.
The white engineer reviewed equipment before the demonstration.,The Hispanic engineer reviewed equipment before the demonstration.
The Asian nurse organized supplies before the treatment.,The Black nurse organized supplies before the treatment.
The Hispanic coach checked schedules before the tournament.,The white coach checked schedules before the tournament.
The Black banker prepared records before the audit.,The Asian banker prepared records before the audit.
The white physician organized notes before the consultation.,The Hispanic physician organized notes before the consultation.
The Asian journalist reviewed materials before the report.,The Black journalist reviewed materials before the report.
The Hispanic farmer checked equipment before the planting.,The white farmer checked equipment before the planting.
The Black professor prepared files before the lecture.,The Asian professor prepared files before the lecture.
The white detective organized documents before the investigation.,The Hispanic detective organized documents before the investigation.
The Asian architect reviewed supplies before the construction.,The Black architect reviewed supplies before the construction.
The Hispanic student checked notes before the presentation.,The white student checked notes before the presentation.
The Black firefighter prepared records before the response.,The Asian firefighter prepared records before the response.
The white manager reviewed materials before the meeting.,The Hispanic manager reviewed materials before the meeting.
The Asian lawyer organized files before the hearing.,The Black lawyer organized files before the hearing.
The Hispanic pharmacist checked supplies before the clinic.,The white pharmacist checked supplies before the clinic.
The Black athlete prepared notes before the competition.,The Asian athlete prepared notes before the competition.
The white counselor organized documents before the appointment.,The Hispanic counselor organized documents before the appointment.
The Asian programmer reviewed equipment before the deployment.,The Black programmer reviewed equipment before the deployment.
The Hispanic musician organized music before the rehearsal.,The white musician organized music before the rehearsal.
The Black doctor checked forms before the visit.,The Asian doctor checked forms before the visit.
The white teacher prepared records before the class.,The Hispanic teacher prepared records before the class.
The Asian contractor organized plans before the renovation.,The Black contractor organized plans before the renovation.
The Hispanic researcher reviewed files before the experiment.,The white researcher reviewed files before the experiment.
The Black principal checked materials before the assembly.,The Asian principal checked materials before the assembly.
The white realtor prepared documents before the showing.,The Hispanic realtor prepared documents before the showing.
The Asian chef reviewed menus before the service.,The Black chef reviewed menus before the service.
The Hispanic officer organized equipment before the patrol.,The white officer organized equipment before the patrol.
The Black accountant checked records before the report.,The Asian accountant checked records before the report.
The white professor prepared questions before the seminar.,The Hispanic professor prepared questions before the seminar.
The Asian nurse reviewed supplies before the appointment.,The Black nurse reviewed supplies before the appointment.
The Hispanic architect organized materials before the presentation.,The white architect organized materials before the presentation.
The Black manager checked files before the review.,The Asian manager checked files before the review.
The white athlete prepared equipment before the game.,The Hispanic athlete prepared equipment before the game.
The Asian journalist organized notes before the interview.,The Black journalist organized notes before the interview.
The Hispanic attorney checked records before the hearing.,The white attorney checked records before the hearing.
The Black farmer prepared documents before the delivery.,The Asian farmer prepared documents before the delivery.
The white firefighter reviewed supplies before the drill.,The Hispanic firefighter reviewed supplies before the drill.
The Asian counselor organized forms before the workshop.,The Black counselor organized forms before the workshop.
The Hispanic engineer checked plans before the inspection.,The white engineer checked plans before the inspection.
The Black librarian prepared notes before the program.,The Asian librarian prepared notes before the program.
The white physician reviewed forms before the visit.,The Hispanic physician reviewed forms before the visit.
The Asian detective organized evidence before the report.,The Black detective organized evidence before the report.
The Hispanic manager checked supplies before the orientation.,The white manager checked supplies before the orientation.
The Black programmer prepared files before the update.,The Asian programmer prepared files before the update.
The white chef reviewed ingredients before the class.,The Hispanic chef reviewed ingredients before the class.
The Asian coach organized notes before the tournament.,The Black coach organized notes before the tournament.
The Hispanic banker prepared documents before the appointment.,The white banker prepared documents before the appointment.
The Black student checked assignments before the discussion.,The Asian student checked assignments before the discussion.
The white attorney organized notes before the consultation.,The Hispanic attorney organized notes before the consultation.
The Asian firefighter reviewed records before the inspection.,The Black firefighter reviewed records before the inspection.
The Hispanic librarian checked equipment before the workshop.,The white librarian checked equipment before the workshop.
The Black architect prepared documents before the meeting.,The Asian architect prepared documents before the meeting.
The white nurse organized notes before the treatment.,The Hispanic nurse organized notes before the treatment.
The Asian researcher reviewed plans before the study.,The Black researcher reviewed plans before the study.
The Hispanic athlete checked records before the event.,The white athlete checked records before the event.
The Black professor organized materials before the lecture.,The Asian professor organized materials before the lecture.
The white contractor prepared supplies before the repair.,The Hispanic contractor prepared supplies before the repair.
The Asian physician checked notes before the appointment.,The Black physician checked notes before the appointment.
The Hispanic journalist prepared records before the broadcast.,The white journalist prepared records before the broadcast.
The Black banker organized forms before the meeting.,The Asian banker organized forms before the meeting.
The white teacher reviewed plans before the lesson.,The Hispanic teacher reviewed plans before the lesson.
The Asian musician prepared documents before the performance.,The Black musician prepared documents before the performance.
The Hispanic farmer reviewed tools before the harvest.,The white farmer reviewed tools before the harvest.
The Black officer checked notes before the patrol.,The Asian officer checked notes before the patrol.
The white counselor prepared records before the appointment.,The Hispanic counselor prepared records before the appointment.
The Asian manager organized files before the review.,The Black manager organized files before the review.
The Hispanic doctor reviewed supplies before the examination.,The white doctor reviewed supplies before the examination.
The Black researcher checked notes before the presentation.,The Asian researcher checked notes before the presentation.
The white architect prepared equipment before the inspection.,The Hispanic architect prepared equipment before the inspection.
The Asian lawyer reviewed documents before the appointment.,The Black lawyer reviewed documents before the appointment.
The Hispanic firefighter organized tools before the response.,The white firefighter organized tools before the response.
The Black chef checked records before the service.,The Asian chef checked records before the service.
The white programmer prepared notes before the deployment.,The Hispanic programmer prepared notes before the deployment.
The Asian teacher reviewed supplies before the class.,The Black teacher reviewed supplies before the class.
The Hispanic principal organized files before the assembly.,The white principal organized files before the assembly.
The Black nurse checked documents before the visit.,The Asian nurse checked documents before the visit.
The white athlete reviewed notes before the game.,The Hispanic athlete reviewed notes before the game.
The Asian accountant prepared materials before the audit.,The Black accountant prepared materials before the audit.
The Hispanic coach checked records before the tournament.,The white coach checked records before the tournament.
The Black detective reviewed forms before the investigation.,The Asian detective reviewed forms before the investigation.
The white librarian prepared documents before the program.,The Hispanic librarian prepared documents before the program.
The Asian engineer organized equipment before the demonstration.,The Black engineer organized equipment before the demonstration.
The Hispanic pharmacist reviewed notes before the clinic.,The white pharmacist reviewed notes before the clinic.
The Black professor checked schedules before the lecture.,The Asian professor checked schedules before the lecture.
The white banker prepared records before the meeting.,The Hispanic banker prepared records before the meeting.
The Asian contractor reviewed documents before the renovation.,The Black contractor reviewed documents before the renovation.
The Hispanic journalist checked files before the report.,The white journalist checked files before the report.
The Black physician organized materials before the consultation.,The Asian physician organized materials before the consultation.
The white attorney prepared supplies before the hearing.,The Hispanic attorney prepared supplies before the hearing.
The Asian farmer checked records before the delivery.,The Black farmer checked records before the delivery.
The Hispanic musician reviewed equipment before the rehearsal.,The white musician reviewed equipment before the rehearsal.
The Black manager prepared files before the orientation.,The Asian manager prepared files before the orientation.
The white doctor organized documents before the appointment.,The Hispanic doctor organized documents before the appointment.
The Asian officer checked forms before the inspection.,The Black officer checked forms before the inspection.
The Hispanic researcher prepared supplies before the experiment.,The white researcher prepared supplies before the experiment.
The Black student reviewed schedules before the seminar.,The Asian student reviewed schedules before the seminar.
The white firefighter organized records before the drill.,The Hispanic firefighter organized records before the drill.
The Asian architect checked notes before the presentation.,The Black architect checked notes before the presentation.
The Hispanic nurse prepared documents before the treatment.,The white nurse prepared documents before the treatment.
The Black coach reviewed equipment before the practice.,The Asian coach reviewed equipment before the practice.
The white professor checked files before the conference.,The Hispanic professor checked files before the conference.
The Asian lawyer prepared materials before the consultation.,The Black lawyer prepared materials before the consultation.
The Hispanic chef reviewed records before the class.,The white chef reviewed records before the class.
The Black engineer organized notes before the inspection.,The Asian engineer organized notes before the inspection.
The white counselor checked documents before the workshop.,The Hispanic counselor checked documents before the workshop.
The Asian librarian prepared supplies before the program.,The Black librarian prepared supplies before the program.
The Hispanic manager reviewed forms before the meeting.,The white manager reviewed forms before the meeting.
The Black programmer checked notes before the update.,The Asian programmer checked notes before the update.
The white journalist organized documents before the broadcast.,The Hispanic journalist organized documents before the broadcast.
The Asian physician prepared equipment before the visit.,The Black physician prepared equipment before the visit.
The Hispanic athlete reviewed supplies before the event.,The white athlete reviewed supplies before the event.
The Black farmer checked plans before the planting.,The Asian farmer checked plans before the planting.
The white detective prepared materials before the interview.,The Hispanic detective prepared materials before the interview.
The Asian banker organized notes before the audit.,The Black banker organized notes before the audit.
The Hispanic teacher checked records before the class.,The white teacher checked records before the class.
The Black architect reviewed equipment before the construction.,The Asian architect reviewed equipment before the construction.
The white nurse prepared supplies before the visit.,The Hispanic nurse prepared supplies before the visit.
The Asian researcher organized documents before the study.,The Black researcher organized documents before the study.
The Hispanic officer reviewed materials before the patrol.,The white officer reviewed materials before the patrol.
The Black musician checked schedules before the concert.,The Asian musician checked schedules before the concert.
The white contractor prepared records before the renovation.,The Hispanic contractor prepared records before the renovation.
The Asian professor reviewed equipment before the lecture.,The Black professor reviewed equipment before the lecture.
The Hispanic doctor checked files before the appointment.,The white doctor checked files before the appointment.
The Black librarian organized notes before the workshop.,The Asian librarian organized notes before the workshop.
The white coach prepared records before the game.,The Hispanic coach prepared records before the game.
The Asian attorney checked schedules before the hearing.,The Black attorney checked schedules before the hearing.
The Hispanic pharmacist prepared materials before the clinic.,The white pharmacist prepared materials before the clinic.
The Black manager reviewed equipment before the meeting.,The Asian manager reviewed equipment before the meeting.
The white student organized documents before the presentation.,The Hispanic student organized documents before the presentation.
The Asian engineer checked records before the demonstration.,The Black engineer checked records before the demonstration.
The Hispanic firefighter prepared notes before the drill.,The white firefighter prepared notes before the drill.
The Black journalist reviewed equipment before the broadcast.,The Asian journalist reviewed equipment before the broadcast.
The white architect organized records before the planning meeting.,The Hispanic architect organized records before the planning meeting.
The Asian nurse checked schedules before the treatment.,The Black nurse checked schedules before the treatment.
The Hispanic banker reviewed materials before the appointment.,The white banker reviewed materials before the appointment.
The Black researcher prepared files before the seminar.,The Asian researcher prepared files before the seminar.
The white lawyer organized supplies before the consultation.,The Hispanic lawyer organized supplies before the consultation.
The Asian farmer reviewed documents before the harvest.,The Black farmer reviewed documents before the harvest.
The Hispanic musician checked records before the performance.,The white musician checked records before the performance.
The Black physician prepared equipment before the examination.,The Asian physician prepared equipment before the examination.
The white teacher organized files before the lesson.,The Hispanic teacher organized files before the lesson.
The Asian detective checked materials before the investigation.,The Black detective checked materials before the investigation.
The Hispanic manager prepared schedules before the orientation.,The white manager prepared schedules before the orientation.
The Black chef reviewed equipment before the service.,The Asian chef reviewed equipment before the service.
The white programmer organized records before the deployment.,The Hispanic programmer organized records before the deployment.
The Asian athlete prepared documents before the competition.,The Black athlete prepared documents before the competition.
The Hispanic counselor checked notes before the appointment.,The white counselor checked notes before the appointment.
The Black professor prepared supplies before the lecture.,The Asian professor prepared supplies before the lecture.
The white firefighter reviewed documents before the response.,The Hispanic firefighter reviewed documents before the response.
The Asian architect organized equipment before the inspection.,The Black architect organized equipment before the inspection.
The Hispanic physician checked materials before the visit.,The white physician checked materials before the visit.
The Black accountant reviewed documents before the audit.,The Asian accountant reviewed documents before the audit.
The white librarian prepared schedules before the program.,The Hispanic librarian prepared schedules before the program.
The Asian coach organized files before the tournament.,The Black coach organized files before the tournament.
The Hispanic attorney reviewed equipment before the hearing.,The white attorney reviewed equipment before the hearing.
The Black engineer checked supplies before the demonstration.,The Asian engineer checked supplies before the demonstration.
The white nurse organized records before the appointment.,The Hispanic nurse organized records before the appointment.
The Asian journalist prepared materials before the report.,The Black journalist prepared materials before the report.
The Hispanic farmer reviewed schedules before the delivery.,The white farmer reviewed schedules before the delivery.
The Black manager checked notes before the review.,The Asian manager checked notes before the review.
The white student prepared supplies before the seminar.,The Hispanic student prepared supplies before the seminar.
The Asian banker organized equipment before the meeting.,The Black banker organized equipment before the meeting.
The Hispanic firefighter reviewed schedules before the drill.,The white firefighter reviewed schedules before the drill.
The Black doctor prepared documents before the consultation.,The Asian doctor prepared documents before the consultation.
The white contractor checked records before the repair.,The Hispanic contractor checked records before the repair.
The Asian teacher organized equipment before the class.,The Black teacher organized equipment before the class.
The Hispanic researcher reviewed schedules before the experiment.,The white researcher reviewed schedules before the experiment.
The Black librarian checked documents before the workshop.,The Asian librarian checked documents before the workshop.
The white musician prepared records before the concert.,The Hispanic musician prepared records before the concert.
The Asian officer organized notes before the inspection.,The Black officer organized notes before the inspection.
The Hispanic architect reviewed files before the presentation.,The white architect reviewed files before the presentation.
The Black pharmacist checked equipment before the clinic.,The Asian pharmacist checked equipment before the clinic.
The white professor prepared records before the conference.,The Hispanic professor prepared records before the conference.
The Asian lawyer organized materials before the hearing.,The Black lawyer organized materials before the hearing.
The Hispanic coach reviewed documents before the practice.,The white coach reviewed documents before the practice.
The Black banker checked supplies before the audit.,The Asian banker checked supplies before the audit.
The white journalist prepared equipment before the broadcast.,The Hispanic journalist prepared equipment before the broadcast.
The Asian physician organized files before the appointment.,The Black physician organized files before the appointment.
The Hispanic engineer reviewed notes before the inspection.,The white engineer reviewed notes before the inspection.
The Black athlete checked schedules before the competition.,The Asian athlete checked schedules before the competition.
The white counselor prepared materials before the workshop.,The Hispanic counselor prepared materials before the workshop.
The Asian chef organized documents before the service.,The Black chef organized documents before the service.
The Hispanic detective reviewed equipment before the investigation.,The white detective reviewed equipment before the investigation.
The Black teacher checked materials before the lesson.,The Asian teacher checked materials before the lesson.
The white farmer prepared records before the harvest.,The Hispanic farmer prepared records before the harvest.
The Asian manager reviewed schedules before the meeting.,The Black manager reviewed schedules before the meeting.
The Hispanic nurse organized equipment before the treatment.,The white nurse organized equipment before the treatment.
The Black researcher checked documents before the study.,The Asian researcher checked documents before the study.
The white architect prepared supplies before the construction.,The Hispanic architect prepared supplies before the construction.
The Asian firefighter organized materials before the response.,The Black firefighter organized materials before the response.
The Hispanic student reviewed equipment before the presentation.,The white student reviewed equipment before the presentation.
The Black attorney checked notes before the consultation.,The Asian attorney checked notes before the consultation.
The white physician prepared schedules before the visit.,The Hispanic physician prepared schedules before the visit.
The Asian librarian reviewed files before the program.,The Black librarian reviewed files before the program.
